epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
99,148528,1.20482,1.26428,1.41567,0.74285,0.55298,0.6639,0.44939,1.21572,1.15466,1.36184,0.006766,0.006766,0.006766
100,150028,1.20265,1.25872,1.41106,0.70218,0.57616,0.66862,0.45444,1.18366,1.1266,1.33717,0.006733,0.006733,0.006733
101,151528,1.20217,1.25576,1.41493,0.74261,0.55412,0.67555,0.46553,1.15755,1.13199,1.31943,0.0067,0.0067,0.0067
102,153028,1.1903,1.25824,1.41166,0.72501,0.56747,0.66396,0.45708,1.17513,1.1467,1.3401,0.006667,0.006667,0.006667
103,154528,1.20064,1.25762,1.4111,0.72629,0.5596,0.66523,0.45474,1.16416,1.13742,1.32674,0.006634,0.006634,0.006634
104,156028,1.18864,1.25793,1.40378,0.73376,0.53311,0.6621,0.44973,1.19745,1.13021,1.34347,0.006601,0.006601,0.006601
105,157528,1.19496,1.24787,1.40288,0.70874,0.56402,0.66431,0.45208,1.19534,1.11766,1.35299,0.006568,0.006568,0.006568
106,159028,1.18976,1.25284,1.40217,0.71993,0.54305,0.65619,0.45067,1.18859,1.13187,1.35169,0.006535,0.006535,0.006535
107,160528,1.19451,1.24605,1.4044,0.73778,0.55629,0.67086,0.45622,1.20954,1.12082,1.36272,0.006502,0.006502,0.006502
108,162028,1.18555,1.23781,1.39707,0.76999,0.55423,0.67209,0.45931,1.18797,1.11878,1.35812,0.006469,0.006469,0.006469
109,163538,1.19389,1.2445,1.40571,0.78812,0.53974,0.67021,0.45495,1.18307,1.12297,1.34273,0.006436,0.006436,0.006436
110,165047,1.1989,1.24504,1.40598,0.69758,0.58278,0.668,0.4544,1.17757,1.13982,1.33694,0.006403,0.006403,0.006403
111,166560,1.19027,1.23884,1.40318,0.7406,0.53888,0.65703,0.44873,1.19266,1.13304,1.35606,0.00637,0.00637,0.00637
112,168103,1.18763,1.23046,1.40179,0.76321,0.5298,0.65998,0.44913,1.17575,1.12463,1.35163,0.006337,0.006337,0.006337
113,169638,1.18455,1.23849,1.39693,0.76886,0.53642,0.66679,0.45555,1.16477,1.12514,1.33736,0.006304,0.006304,0.006304
114,171176,1.17825,1.21593,1.38842,0.73243,0.56623,0.67122,0.46318,1.15601,1.11498,1.33293,0.006271,0.006271,0.006271
115,172708,1.18783,1.23571,1.39659,0.74614,0.55298,0.66111,0.45154,1.16699,1.11889,1.33672,0.006238,0.006238,0.006238
116,174210,1.17689,1.22566,1.39197,0.76156,0.5298,0.66225,0.45599,1.18234,1.14151,1.34719,0.006205,0.006205,0.006205
117,175712,1.17974,1.22948,1.3907,0.76237,0.53311,0.66054,0.44673,1.18578,1.15536,1.35133,0.006172,0.006172,0.006172
118,177214,1.18147,1.22845,1.39271,0.70584,0.55298,0.66234,0.44814,1.18172,1.14349,1.34658,0.006139,0.006139,0.006139
119,178716,1.16873,1.20837,1.38084,0.77155,0.51656,0.66182,0.44772,1.18896,1.13023,1.35712,0.006106,0.006106,0.006106
120,180217,1.17367,1.22729,1.39028,0.78467,0.51987,0.66268,0.44572,1.19307,1.12601,1.36121,0.006073,0.006073,0.006073
121,181718,1.16573,1.20388,1.38597,0.79664,0.53183,0.66598,0.44918,1.21176,1.11675,1.37941,0.00604,0.00604,0.00604
122,183219,1.17211,1.22366,1.38909,0.79278,0.51325,0.66388,0.44959,1.2,1.10805,1.37167,0.006007,0.006007,0.006007
123,184720,1.16887,1.21954,1.38532,0.78987,0.51987,0.66862,0.4486,1.2109,1.09872,1.37751,0.005974,0.005974,0.005974
124,186221,1.17458,1.21871,1.39064,0.79588,0.51325,0.6613,0.44498,1.20535,1.11138,1.37869,0.005941,0.005941,0.005941
125,187723,1.16722,1.2016,1.38004,0.77154,0.50993,0.65779,0.44117,1.21194,1.12365,1.38177,0.005908,0.005908,0.005908
126,189224,1.16629,1.2006,1.38009,0.79423,0.49844,0.65187,0.43812,1.21093,1.1291,1.37625,0.005875,0.005875,0.005875
127,190725,1.16566,1.20482,1.3807,0.80914,0.49132,0.64974,0.43903,1.20553,1.12449,1.37179,0.005842,0.005842,0.005842
128,192226,1.15903,1.20103,1.37711,0.76868,0.52817,0.6575,0.44275,1.20783,1.12382,1.37269,0.005809,0.005809,0.005809
129,193728,1.16158,1.19763,1.37895,0.76004,0.53311,0.65832,0.44313,1.21264,1.12353,1.38345,0.005776,0.005776,0.005776
130,195229,1.15753,1.19713,1.3774,0.72267,0.54636,0.65762,0.43963,1.22168,1.13038,1.38929,0.005743,0.005743,0.005743
131,196730,1.15402,1.19291,1.3761,0.77158,0.51452,0.65668,0.44141,1.22145,1.12097,1.38722,0.00571,0.00571,0.00571
132,198231,1.14963,1.19439,1.37611,0.72878,0.53642,0.65563,0.43905,1.2137,1.1193,1.38501,0.005677,0.005677,0.005677
133,199733,1.15792,1.20654,1.378,0.72297,0.54636,0.65566,0.43979,1.22204,1.1305,1.39643,0.005644,0.005644,0.005644
134,201234,1.15688,1.19418,1.37243,0.85038,0.48344,0.65226,0.44073,1.22639,1.12564,1.39267,0.005611,0.005611,0.005611
