epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,46517.4,1.09606,0.76054,1.18972,0.71587,0.72429,0.77714,0.4614,1.43732,1.06138,1.41631,0.0012872,0.0012872,0.0012872
74,47155,1.08223,0.76751,1.17878,0.78726,0.65602,0.76405,0.45618,1.43149,1.04788,1.40818,0.0012773,0.0012773,0.0012773
75,47792.4,1.10272,0.76836,1.18603,0.75812,0.67322,0.77292,0.46055,1.43733,1.02224,1.3933,0.0012674,0.0012674,0.0012674
76,48425.2,1.08774,0.76058,1.17819,0.78633,0.65104,0.76919,0.46042,1.42414,1.0483,1.39505,0.0012575,0.0012575,0.0012575
77,49061,1.08177,0.76331,1.17796,0.77815,0.66093,0.76861,0.46189,1.434,1.07818,1.40291,0.0012476,0.0012476,0.0012476
78,49699.9,1.07709,0.7631,1.17957,0.77758,0.67322,0.77358,0.46383,1.45633,1.05887,1.43602,0.0012377,0.0012377,0.0012377
79,50339.7,1.08937,0.75708,1.18111,0.76224,0.69317,0.76959,0.45957,1.45197,1.07002,1.43418,0.0012278,0.0012278,0.0012278
80,50977.2,1.0794,0.75273,1.175,0.74655,0.69042,0.76759,0.46276,1.42361,1.04528,1.42591,0.0012179,0.0012179,0.0012179
81,51617.1,1.08532,0.75776,1.18147,0.70245,0.7027,0.75889,0.45577,1.42829,1.08126,1.42575,0.001208,0.001208,0.001208
82,52257.1,1.08232,0.76131,1.18286,0.76288,0.68771,0.77278,0.45154,1.44783,1.0543,1.43063,0.0011981,0.0011981,0.0011981
83,52894.1,1.06287,0.73753,1.17297,0.72554,0.71007,0.76378,0.45779,1.44807,1.06883,1.44703,0.0011882,0.0011882,0.0011882
84,53532.9,1.07379,0.74568,1.17176,0.73035,0.7054,0.76676,0.4568,1.45162,1.05371,1.45277,0.0011783,0.0011783,0.0011783
85,54172.4,1.07314,0.7437,1.17146,0.83317,0.63809,0.77299,0.46215,1.45578,1.05585,1.45511,0.0011684,0.0011684,0.0011684
86,54812.5,1.05949,0.73364,1.17314,0.72345,0.70025,0.76669,0.46423,1.43247,1.06597,1.43648,0.0011585,0.0011585,0.0011585
87,55450,1.0859,0.75182,1.18024,0.76875,0.6855,0.76281,0.45862,1.44596,1.06075,1.43711,0.0011486,0.0011486,0.0011486
88,56081.6,1.06491,0.72609,1.16221,0.75372,0.67676,0.76229,0.46291,1.436,1.07128,1.42802,0.0011387,0.0011387,0.0011387
89,56714.1,1.05105,0.73419,1.16628,0.75532,0.70025,0.77213,0.47003,1.41614,1.0241,1.41466,0.0011288,0.0011288,0.0011288
90,57352.5,1.06273,0.74277,1.16701,0.7765,0.6855,0.7663,0.45929,1.43167,1.05338,1.42461,0.0011189,0.0011189,0.0011189
91,57992.1,1.05666,0.73211,1.16801,0.78863,0.68059,0.7758,0.46673,1.43629,1.05068,1.44328,0.001109,0.001109,0.001109
92,58629.9,1.05885,0.72709,1.16626,0.75619,0.71633,0.7637,0.44746,1.48737,1.06855,1.45869,0.0010991,0.0010991,0.0010991
93,59263.1,1.04924,0.7327,1.16645,0.77698,0.6848,0.76197,0.46094,1.44451,1.06351,1.43181,0.0010892,0.0010892,0.0010892
94,59898.9,1.05388,0.73418,1.16428,0.7244,0.71041,0.76349,0.46128,1.45541,1.06188,1.44871,0.0010793,0.0010793,0.0010793
95,60534.3,1.04739,0.73132,1.16133,0.76908,0.68796,0.76516,0.46315,1.44957,1.05271,1.45736,0.0010694,0.0010694,0.0010694
96,61168.7,1.04616,0.72614,1.1624,0.71923,0.69779,0.74893,0.45187,1.44595,1.05604,1.45656,0.0010595,0.0010595,0.0010595
97,61800.3,1.05381,0.73287,1.16836,0.76137,0.67416,0.76047,0.46693,1.41193,1.06902,1.421,0.0010496,0.0010496,0.0010496
98,62431.9,1.05063,0.71553,1.15994,0.7353,0.7199,0.76593,0.45805,1.45772,1.07596,1.43036,0.0010397,0.0010397,0.0010397
99,63072.4,1.03855,0.72022,1.15795,0.74617,0.70516,0.75946,0.45632,1.43,1.03451,1.43918,0.0010298,0.0010298,0.0010298
100,63707.3,1.05332,0.73308,1.15627,0.77684,0.65356,0.7604,0.45608,1.44017,1.04943,1.45636,0.0010199,0.0010199,0.0010199
101,64346.1,1.03048,0.70985,1.15538,0.72543,0.72705,0.75979,0.45014,1.44734,1.05496,1.44541,0.00101,0.00101,0.00101
102,64981,1.02563,0.70746,1.14597,0.73558,0.71768,0.74661,0.44476,1.46144,1.09028,1.45956,0.0010001,0.0010001,0.0010001
103,65616.6,1.04173,0.71734,1.15805,0.74518,0.70516,0.76102,0.46345,1.41663,1.05077,1.42505,0.0009902,0.0009902,0.0009902
104,66249.5,1.02556,0.70843,1.15583,0.79426,0.64865,0.75019,0.44996,1.43533,1.05026,1.44006,0.0009803,0.0009803,0.0009803
105,66887.2,1.02552,0.71114,1.1545,0.765,0.66093,0.77075,0.46165,1.45714,1.03232,1.45745,0.0009704,0.0009704,0.0009704
106,67521.1,1.01846,0.70378,1.152,0.74107,0.69533,0.74961,0.45532,1.46849,1.10214,1.44266,0.0009605,0.0009605,0.0009605
107,68157.1,1.02478,0.71091,1.15382,0.72831,0.7027,0.75744,0.45608,1.43908,1.07097,1.44137,0.0009506,0.0009506,0.0009506
108,68792.2,1.02805,0.70394,1.15283,0.71762,0.72236,0.75101,0.45016,1.43957,1.08427,1.45919,0.0009407,0.0009407,0.0009407
109,69428.4,1.02128,0.70216,1.1449,0.68313,0.72569,0.74626,0.45596,1.4416,1.11902,1.44624,0.0009308,0.0009308,0.0009308
110,70064.6,1.03286,0.7059,1.14897,0.74116,0.68242,0.7506,0.45825,1.43484,1.08582,1.43395,0.0009209,0.0009209,0.0009209
111,70697.5,1.01738,0.69407,1.14765,0.73857,0.71007,0.764,0.4538,1.44823,1.08416,1.44068,0.000911,0.000911,0.000911
112,71330.4,1.01348,0.68664,1.13964,0.67672,0.72004,0.74818,0.44995,1.43307,1.11884,1.43341,0.0009011,0.0009011,0.0009011
113,71967.2,1.02079,0.69473,1.14394,0.7548,0.63391,0.74558,0.44319,1.44615,1.085,1.4389,0.0008912,0.0008912,0.0008912
114,72603.7,1.01988,0.69995,1.14573,0.70155,0.71007,0.75111,0.43989,1.47063,1.07525,1.45345,0.0008813,0.0008813,0.0008813
115,73240.9,1.01176,0.68447,1.14313,0.71457,0.68894,0.74824,0.45735,1.44563,1.10739,1.45038,0.0008714,0.0008714,0.0008714
116,73877.8,1.01528,0.69928,1.14677,0.78883,0.62654,0.75139,0.45587,1.46216,1.07112,1.47695,0.0008615,0.0008615,0.0008615
117,74512,1.01313,0.69596,1.14612,0.71051,0.74447,0.75256,0.45464,1.44133,1.04776,1.46952,0.0008516,0.0008516,0.0008516
118,75149.1,1.00685,0.68503,1.14164,0.73889,0.68796,0.75254,0.45431,1.43124,1.06667,1.42899,0.0008417,0.0008417,0.0008417
119,75788.2,1.00272,0.69263,1.13659,0.75666,0.70287,0.76026,0.4633,1.41982,1.0713,1.43805,0.0008318,0.0008318,0.0008318
120,76425.4,1.00493,0.68826,1.14152,0.78973,0.64865,0.76224,0.46609,1.42997,1.07403,1.42761,0.0008219,0.0008219,0.0008219
121,77058.9,1.00361,0.68544,1.14357,0.73347,0.6855,0.76132,0.46805,1.42481,1.06314,1.43179,0.000812,0.000812,0.000812
122,77695.8,0.99785,0.68306,1.13367,0.76316,0.6967,0.76579,0.46786,1.42045,1.05482,1.44155,0.0008021,0.0008021,0.0008021
123,78334,0.99641,0.67095,1.13479,0.78821,0.64009,0.74923,0.45548,1.43393,1.09709,1.44891,0.0007922,0.0007922,0.0007922
124,78972.8,0.99249,0.67473,1.12804,0.72228,0.69779,0.75411,0.45569,1.44752,1.0819,1.47535,0.0007823,0.0007823,0.0007823
